03.02.2017  0:00:00,53 - lsm, INFO, ALL IS WELL  
03.02.2017  3:16:42,07 - lsm, INFO, ALL IS WELL  
03.02.2017  3:16:56,50 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:16:56,87 - lsm, INFO, ALL IS WELL  
03.02.2017  3:17:11,31 - lsm, INFO, ALL IS WELL  
03.02.2017  3:17:25,58 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:17:25,94 - lsm, INFO, ALL IS WELL  
03.02.2017  3:17:40,41 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:17:40,90 - lsm, INFO, ALL IS WELL  
03.02.2017  3:17:55,35 - lsm, INFO, ALL IS WELL  
03.02.2017  3:18:09,60 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:18:10,08 - lsm, INFO, ALL IS WELL  
03.02.2017  3:18:24,51 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:18:24,87 - lsm, INFO, ALL IS WELL  
03.02.2017  3:18:39,30 - lsm, INFO, ALL IS WELL  
03.02.2017  3:18:53,57 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:18:54,16 - lsm, INFO, ALL IS WELL  
03.02.2017  3:19:08,62 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:19:08,98 - lsm, INFO, ALL IS WELL  
03.02.2017  3:19:23,43 - lsm, INFO, ALL IS WELL  
03.02.2017  3:19:37,65 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:19:38,01 - lsm, INFO, ALL IS WELL  
03.02.2017  3:19:52,44 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:19:52,80 - lsm, INFO, ALL IS WELL  
03.02.2017  3:20:07,22 - lsm, INFO, ALL IS WELL  
03.02.2017  3:20:21,47 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:20:21,84 - lsm, INFO, ALL IS WELL  
03.02.2017  3:20:36,27 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:20:36,63 - lsm, INFO, ALL IS WELL  
03.02.2017  3:20:51,06 - lsm, INFO, ALL IS WELL  
03.02.2017  3:21:05,40 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:21:05,75 - lsm, INFO, ALL IS WELL  
03.02.2017  3:21:20,20 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:21:20,57 - lsm, INFO, ALL IS WELL  
03.02.2017  3:21:34,99 - lsm, INFO, ALL IS WELL  
03.02.2017  3:21:49,21 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:21:49,67 - lsm, INFO, ALL IS WELL  
03.02.2017  3:22:04,17 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:22:04,53 - lsm, INFO, ALL IS WELL  
03.02.2017  3:22:18,97 - lsm, INFO, ALL IS WELL  
03.02.2017  3:22:33,21 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:22:33,60 - lsm, INFO, ALL IS WELL  
03.02.2017  3:22:48,03 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:22:48,39 - lsm, INFO, ALL IS WELL  
03.02.2017  3:23:02,80 - lsm, INFO, ALL IS WELL  
03.02.2017  3:23:17,08 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:23:17,44 - lsm, INFO, ALL IS WELL  
03.02.2017  3:23:32,01 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:23:32,37 - lsm, INFO, ALL IS WELL  
03.02.2017  3:23:46,81 - lsm, INFO, ALL IS WELL  
03.02.2017  3:24:01,10 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:24:01,62 - lsm, INFO, ALL IS WELL  
03.02.2017  3:24:16,05 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:24:16,40 - lsm, INFO, ALL IS WELL  
03.02.2017  3:24:30,82 - lsm, INFO, ALL IS WELL  
03.02.2017  3:24:45,07 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:24:45,44 - lsm, INFO, ALL IS WELL  
03.02.2017  3:24:59,85 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:25:00,22 - lsm, INFO, ALL IS WELL  
03.02.2017  3:25:14,72 - lsm, INFO, ALL IS WELL  
03.02.2017  3:25:29,05 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:25:29,45 - lsm, INFO, ALL IS WELL  
03.02.2017  3:25:43,90 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:25:44,25 - lsm, INFO, ALL IS WELL  
03.02.2017  3:25:58,68 - lsm, INFO, ALL IS WELL  
03.02.2017  3:26:12,94 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:26:13,32 - lsm, INFO, ALL IS WELL  
03.02.2017  3:26:27,75 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:26:28,13 - lsm, INFO, ALL IS WELL  
03.02.2017  3:26:42,56 - lsm, INFO, ALL IS WELL  
03.02.2017  3:26:56,81 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:26:57,17 - lsm, INFO, ALL IS WELL  
03.02.2017  3:27:11,63 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:27:11,98 - lsm, INFO, ALL IS WELL  
03.02.2017  3:27:26,42 - lsm, INFO, ALL IS WELL  
03.02.2017  3:27:40,78 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:27:41,16 - lsm, INFO, ALL IS WELL  
03.02.2017  3:27:55,64 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:27:56,01 - lsm, INFO, ALL IS WELL  
03.02.2017  3:28:10,56 - lsm, INFO, ALL IS WELL  
03.02.2017  3:28:24,93 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:28:25,33 - lsm, INFO, ALL IS WELL  
03.02.2017  3:28:39,87 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:28:40,23 - lsm, INFO, ALL IS WELL  
03.02.2017  3:28:54,66 - lsm, INFO, ALL IS WELL  
03.02.2017  3:29:08,92 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:29:09,30 - lsm, INFO, ALL IS WELL  
03.02.2017  3:29:23,77 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:29:24,14 - lsm, INFO, ALL IS WELL  
03.02.2017  3:29:38,55 - lsm, INFO, ALL IS WELL  
03.02.2017  3:29:52,84 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:29:53,20 - lsm, INFO, ALL IS WELL  
03.02.2017  3:30:07,67 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:30:08,05 - lsm, INFO, ALL IS WELL  
03.02.2017  3:30:22,50 - lsm, INFO, ALL IS WELL  
03.02.2017  3:30:36,75 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:30:37,11 - lsm, INFO, ALL IS WELL  
03.02.2017  3:30:51,57 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:30:51,95 - lsm, INFO, ALL IS WELL  
03.02.2017  3:31:06,38 - lsm, INFO, ALL IS WELL  
03.02.2017  3:31:20,63 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:31:21,00 - lsm, INFO, ALL IS WELL  
03.02.2017  3:31:35,49 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:31:35,86 - lsm, INFO, ALL IS WELL  
03.02.2017  3:31:50,28 - lsm, INFO, ALL IS WELL  
03.02.2017  3:32:04,56 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:32:04,92 - lsm, INFO, ALL IS WELL  
03.02.2017  3:32:19,39 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:32:19,78 - lsm, INFO, ALL IS WELL  
03.02.2017  3:32:34,19 - lsm, INFO, ALL IS WELL  
03.02.2017  3:32:48,44 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:32:48,79 - lsm, INFO, ALL IS WELL  
03.02.2017  3:33:03,24 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:33:03,59 - lsm, INFO, ALL IS WELL  
03.02.2017  3:33:18,02 - lsm, INFO, ALL IS WELL  
03.02.2017  3:33:32,26 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:33:32,65 - lsm, INFO, ALL IS WELL  
03.02.2017  3:33:47,09 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:33:47,48 - lsm, INFO, ALL IS WELL  
03.02.2017  3:34:01,95 - lsm, INFO, ALL IS WELL  
03.02.2017  3:34:16,23 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:34:16,59 - lsm, INFO, ALL IS WELL  
03.02.2017  3:34:31,02 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:34:31,52 - lsm, INFO, ALL IS WELL  
03.02.2017  3:34:45,95 - lsm, INFO, ALL IS WELL  
03.02.2017  3:35:00,15 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:35:00,52 - lsm, INFO, ALL IS WELL  
03.02.2017  3:35:14,99 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:35:15,36 - lsm, INFO, ALL IS WELL  
03.02.2017  3:35:29,79 - lsm, INFO, ALL IS WELL  
03.02.2017  3:35:44,01 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:35:44,38 - lsm, INFO, ALL IS WELL  
03.02.2017  3:35:58,83 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:35:59,19 - lsm, INFO, ALL IS WELL  
03.02.2017  3:36:13,62 - lsm, INFO, ALL IS WELL  
03.02.2017  3:36:27,88 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:36:28,25 - lsm, INFO, ALL IS WELL  
03.02.2017  3:36:42,90 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:36:43,38 - lsm, INFO, ALL IS WELL  
03.02.2017  3:36:57,85 - lsm, INFO, ALL IS WELL  
03.02.2017  3:37:12,17 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:37:12,51 - lsm, INFO, ALL IS WELL  
03.02.2017  3:37:26,94 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:37:27,31 - lsm, INFO, ALL IS WELL  
03.02.2017  3:37:41,76 - lsm, INFO, ALL IS WELL  
03.02.2017  3:37:56,04 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:37:56,41 - lsm, INFO, ALL IS WELL  
03.02.2017  3:38:10,82 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:38:11,19 - lsm, INFO, ALL IS WELL  
03.02.2017  3:38:25,61 - lsm, INFO, ALL IS WELL  
03.02.2017  3:38:39,88 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:38:40,24 - lsm, INFO, ALL IS WELL  
03.02.2017  3:38:54,76 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:38:55,12 - lsm, INFO, ALL IS WELL  
03.02.2017  3:39:09,67 - lsm, INFO, ALL IS WELL  
03.02.2017  3:39:23,92 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:39:24,31 - lsm, INFO, ALL IS WELL  
03.02.2017  3:39:38,77 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:39:39,12 - lsm, INFO, ALL IS WELL  
03.02.2017  3:39:53,54 - lsm, INFO, ALL IS WELL  
03.02.2017  3:40:07,85 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:40:08,21 - lsm, INFO, ALL IS WELL  
03.02.2017  3:40:22,66 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:40:23,02 - lsm, INFO, ALL IS WELL  
03.02.2017  3:40:37,44 - lsm, INFO, ALL IS WELL  
03.02.2017  3:40:51,72 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:40:52,14 - lsm, INFO, ALL IS WELL  
03.02.2017  3:41:06,57 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:41:06,93 - lsm, INFO, ALL IS WELL  
03.02.2017  3:41:21,41 - lsm, INFO, ALL IS WELL  
03.02.2017  3:41:35,69 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:41:36,04 - lsm, INFO, ALL IS WELL  
03.02.2017  3:41:50,48 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:41:50,83 - lsm, INFO, ALL IS WELL  
03.02.2017  3:42:05,24 - lsm, INFO, ALL IS WELL  
03.02.2017  3:42:19,49 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:42:20,14 - lsm, INFO, ALL IS WELL  
03.02.2017  3:42:34,57 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:42:34,92 - lsm, INFO, ALL IS WELL  
03.02.2017  3:42:49,35 - lsm, INFO, ALL IS WELL  
03.02.2017  3:43:03,65 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:43:04,05 - lsm, INFO, ALL IS WELL  
03.02.2017  3:43:18,51 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:43:18,86 - lsm, INFO, ALL IS WELL  
03.02.2017  3:43:33,34 - lsm, INFO, ALL IS WELL  
03.02.2017  3:43:47,59 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:43:47,94 - lsm, INFO, ALL IS WELL  
03.02.2017  3:44:02,38 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:44:02,75 - lsm, INFO, ALL IS WELL  
03.02.2017  3:44:17,18 - lsm, INFO, ALL IS WELL  
03.02.2017  3:44:31,39 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:44:31,77 - lsm, INFO, ALL IS WELL  
03.02.2017  3:44:46,22 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:44:46,57 - lsm, INFO, ALL IS WELL  
03.02.2017  3:45:01,01 - lsm, INFO, ALL IS WELL  
03.02.2017  3:45:15,31 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:45:15,84 - lsm, INFO, ALL IS WELL  
03.02.2017  3:45:30,33 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:45:30,69 - lsm, INFO, ALL IS WELL  
03.02.2017  3:45:45,10 - lsm, INFO, ALL IS WELL  
03.02.2017  3:45:59,35 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:45:59,69 - lsm, INFO, ALL IS WELL  
03.02.2017  3:46:14,14 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:46:14,50 - lsm, INFO, ALL IS WELL  
03.02.2017  3:46:28,93 - lsm, INFO, ALL IS WELL  
03.02.2017  3:46:43,17 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:46:43,56 - lsm, INFO, ALL IS WELL  
03.02.2017  3:46:58,01 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:46:58,39 - lsm, INFO, ALL IS WELL  
03.02.2017  3:47:12,89 - lsm, INFO, ALL IS WELL  
03.02.2017  3:47:27,16 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:47:27,54 - lsm, INFO, ALL IS WELL  
03.02.2017  3:47:41,96 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:47:42,33 - lsm, INFO, ALL IS WELL  
03.02.2017  3:47:56,77 - lsm, INFO, ALL IS WELL  
03.02.2017  3:48:11,05 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:48:11,42 - lsm, INFO, ALL IS WELL  
03.02.2017  3:48:25,92 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:48:26,26 - lsm, INFO, ALL IS WELL  
03.02.2017  3:48:40,79 - lsm, INFO, ALL IS WELL  
03.02.2017  3:48:55,12 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:48:55,51 - lsm, INFO, ALL IS WELL  
03.02.2017  3:49:09,90 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:49:10,28 - lsm, INFO, ALL IS WELL  
03.02.2017  3:49:24,83 - lsm, INFO, ALL IS WELL  
03.02.2017  3:49:39,11 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:49:39,51 - lsm, INFO, ALL IS WELL  
03.02.2017  3:49:54,04 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:49:54,39 - lsm, INFO, ALL IS WELL  
03.02.2017  3:50:08,83 - lsm, INFO, ALL IS WELL  
03.02.2017  3:50:23,13 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:50:23,50 - lsm, INFO, ALL IS WELL  
03.02.2017  3:50:37,94 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:50:38,30 - lsm, INFO, ALL IS WELL  
03.02.2017  3:50:52,73 - lsm, INFO, ALL IS WELL  
03.02.2017  3:51:06,98 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:51:07,35 - lsm, INFO, ALL IS WELL  
03.02.2017  3:51:21,76 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:51:22,13 - lsm, INFO, ALL IS WELL  
03.02.2017  3:51:36,64 - lsm, INFO, ALL IS WELL  
03.02.2017  3:51:51,03 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:51:51,49 - lsm, INFO, ALL IS WELL  
03.02.2017  3:52:05,94 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:52:06,30 - lsm, INFO, ALL IS WELL  
03.02.2017  3:52:20,75 - lsm, INFO, ALL IS WELL  
03.02.2017  3:52:34,99 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:52:35,34 - lsm, INFO, ALL IS WELL  
03.02.2017  3:52:49,88 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:52:50,24 - lsm, INFO, ALL IS WELL  
03.02.2017  3:53:04,66 - lsm, INFO, ALL IS WELL  
03.02.2017  3:53:18,92 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:53:19,31 - lsm, INFO, ALL IS WELL  
03.02.2017  3:53:33,74 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:53:34,12 - lsm, INFO, ALL IS WELL  
03.02.2017  3:53:48,55 - lsm, INFO, ALL IS WELL  
03.02.2017  3:54:02,85 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:54:03,25 - lsm, INFO, ALL IS WELL  
03.02.2017  3:54:17,70 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:54:18,07 - lsm, INFO, ALL IS WELL  
03.02.2017  3:54:32,56 - lsm, INFO, ALL IS WELL  
03.02.2017  3:54:46,90 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:54:47,26 - lsm, INFO, ALL IS WELL  
03.02.2017  3:55:01,69 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:55:02,04 - lsm, INFO, ALL IS WELL  
03.02.2017  3:55:16,47 - lsm, INFO, ALL IS WELL  
03.02.2017  3:55:30,67 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:55:31,06 - lsm, INFO, ALL IS WELL  
03.02.2017  3:55:45,64 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:55:46,00 - lsm, INFO, ALL IS WELL  
03.02.2017  3:56:00,46 - lsm, INFO, ALL IS WELL  
03.02.2017  3:56:14,74 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:56:15,10 - lsm, INFO, ALL IS WELL  
03.02.2017  3:56:29,53 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:56:29,89 - lsm, INFO, ALL IS WELL  
03.02.2017  3:56:44,32 - lsm, INFO, ALL IS WELL  
03.02.2017  3:56:58,58 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:56:58,94 - lsm, INFO, ALL IS WELL  
03.02.2017  3:57:13,37 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:57:13,74 - lsm, INFO, ALL IS WELL  
03.02.2017  3:57:28,18 - lsm, INFO, ALL IS WELL  
03.02.2017  3:57:42,46 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:57:42,83 - lsm, INFO, ALL IS WELL  
03.02.2017  3:57:57,26 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:57:57,62 - lsm, INFO, ALL IS WELL  
03.02.2017  3:58:12,05 - lsm, INFO, ALL IS WELL  
03.02.2017  3:58:26,36 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:58:26,72 - lsm, INFO, ALL IS WELL  
03.02.2017  3:58:41,16 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:58:41,53 - lsm, INFO, ALL IS WELL  
03.02.2017  3:58:57,26 - lsm, INFO, ALL IS WELL  
03.02.2017  3:59:17,75 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  3:59:18,98 - lsm, INFO, ALL IS WELL  
03.02.2017  3:59:34,66 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  3:59:35,17 - lsm, INFO, ALL IS WELL  
03.02.2017  3:59:52,70 - lsm, INFO, ALL IS WELL  
03.02.2017  4:00:10,83 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:00:11,50 - lsm, INFO, ALL IS WELL  
03.02.2017  4:00:26,13 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:00:26,71 - lsm, INFO, ALL IS WELL  
03.02.2017  4:00:42,21 - lsm, INFO, ALL IS WELL  
03.02.2017  4:00:56,51 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:00:56,91 - lsm, INFO, ALL IS WELL  
03.02.2017  4:01:11,40 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:01:11,79 - lsm, INFO, ALL IS WELL  
03.02.2017  4:01:26,29 - lsm, INFO, ALL IS WELL  
03.02.2017  4:01:40,66 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:01:41,11 - lsm, INFO, ALL IS WELL  
03.02.2017  4:01:55,61 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:01:56,20 - lsm, INFO, ALL IS WELL  
03.02.2017  4:02:10,96 - lsm, INFO, ALL IS WELL  
03.02.2017  4:02:25,37 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:02:25,98 - lsm, INFO, ALL IS WELL  
03.02.2017  4:02:40,83 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:02:41,35 - lsm, INFO, ALL IS WELL  
03.02.2017  4:02:58,31 - lsm, INFO, ALL IS WELL  
03.02.2017  4:03:12,67 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:03:13,18 - lsm, INFO, ALL IS WELL  
03.02.2017  4:03:27,92 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:03:28,33 - lsm, INFO, ALL IS WELL  
03.02.2017  4:03:42,93 - lsm, INFO, ALL IS WELL  
03.02.2017  4:03:57,21 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:03:57,92 - lsm, INFO, ALL IS WELL  
03.02.2017  4:04:12,38 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:04:12,77 - lsm, INFO, ALL IS WELL  
03.02.2017  4:04:27,21 - lsm, INFO, ALL IS WELL  
03.02.2017  4:04:41,49 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:04:41,84 - lsm, INFO, ALL IS WELL  
03.02.2017  4:04:56,38 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:04:56,75 - lsm, INFO, ALL IS WELL  
03.02.2017  4:05:11,27 - lsm, INFO, ALL IS WELL  
03.02.2017  4:05:25,52 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:05:25,90 - lsm, INFO, ALL IS WELL  
03.02.2017  4:05:40,40 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:05:40,89 - lsm, INFO, ALL IS WELL  
03.02.2017  4:05:55,30 - lsm, INFO, ALL IS WELL  
03.02.2017  4:06:09,52 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:06:09,97 - lsm, INFO, ALL IS WELL  
03.02.2017  4:06:24,43 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:06:24,79 - lsm, INFO, ALL IS WELL  
03.02.2017  4:06:39,22 - lsm, INFO, ALL IS WELL  
03.02.2017  4:06:53,51 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:06:53,89 - lsm, INFO, ALL IS WELL  
03.02.2017  4:07:08,35 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:07:08,74 - lsm, INFO, ALL IS WELL  
03.02.2017  4:07:23,22 - lsm, INFO, ALL IS WELL  
03.02.2017  4:07:37,47 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:07:37,84 - lsm, INFO, ALL IS WELL  
03.02.2017  4:07:52,26 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:07:52,63 - lsm, INFO, ALL IS WELL  
03.02.2017  4:08:07,06 - lsm, INFO, ALL IS WELL  
03.02.2017  4:08:21,36 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:08:21,74 - lsm, INFO, ALL IS WELL  
03.02.2017  4:08:36,16 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:08:36,52 - lsm, INFO, ALL IS WELL  
03.02.2017  4:08:50,95 - lsm, INFO, ALL IS WELL  
03.02.2017  4:09:05,28 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:09:05,64 - lsm, INFO, ALL IS WELL  
03.02.2017  4:09:20,10 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:09:20,47 - lsm, INFO, ALL IS WELL  
03.02.2017  4:09:34,91 - lsm, INFO, ALL IS WELL  
03.02.2017  4:09:49,12 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:09:49,47 - lsm, INFO, ALL IS WELL  
03.02.2017  4:10:03,93 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:10:04,31 - lsm, INFO, ALL IS WELL  
03.02.2017  4:10:18,76 - lsm, INFO, ALL IS WELL  
03.02.2017  4:10:33,00 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:10:33,38 - lsm, INFO, ALL IS WELL  
03.02.2017  4:10:47,87 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:10:48,23 - lsm, INFO, ALL IS WELL  
03.02.2017  4:11:02,68 - lsm, INFO, ALL IS WELL  
03.02.2017  4:11:16,94 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:11:17,32 - lsm, INFO, ALL IS WELL  
03.02.2017  4:11:31,81 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:11:32,17 - lsm, INFO, ALL IS WELL  
03.02.2017  4:11:46,60 - lsm, INFO, ALL IS WELL  
03.02.2017  4:12:00,85 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:12:01,28 - lsm, INFO, ALL IS WELL  
03.02.2017  4:12:15,80 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:12:16,15 - lsm, INFO, ALL IS WELL  
03.02.2017  4:12:30,58 - lsm, INFO, ALL IS WELL  
03.02.2017  4:12:44,82 - nsd, INFO, NOW IS NOT WORKING TIME  
03.02.2017  4:12:45,20 - lsm, INFO, ALL IS WELL  
03.02.2017  4:12:59,78 - mtbpro, WARNING, NOT RUNNIG  
03.02.2017  4:13:00,18 - lsm, INFO, ALL IS WELL  
03.02.2017  4:13:14,63 - lsm, INFO, ALL IS WELL  
03.02.2017  4:13:28,89 - nsd, INFO, NOW IS NOT WORKING TIME  
